id,client_id,responsible_id,product,status,priority,date,deadline,closed_at,reopened_count,last_reopened_at,ai_suggested_category,final_category,is_admin_changed,keywords,confidence,sla_ttfr_min,sla_ttr_min
9d3163ea-1106-4cbd-b12e-9391a1fb4577,8304124f-063f-4f43-bbd1-554b153f66d6,3d8e1efe-dabe-4e37-8f44-ed067fd86cce,платёжный сервис,closed,low,2025-10-10 21:04:17,2026-01-26 21:04:17,2025-10-10 22:50:17,0,,запрос возврата,запрос возврата,FALSE,"вернуть, отмена, возврат",0.7154,480,4320
f9afaca2-9d02-4138-abdf-72ba08d5c3fd,195d266a-73be-48e7-bdb9-169b236e6eb5,96032794-c8cb-47f0-9d42-dc35caefb6d4,API интеграция,reopened,medium,2026-04-14 21:12:17,2026-10-17 21:12:17,,1,2025-10-11 19:08:33,вопрос по оплате,проблема с доступом,TRUE,"не войти, пароль, доступ",0.9554,120,1440
619423c7-b177-4548-9650-a8ddbead6066,8de1a875-f586-4848-b79e-2225a4c43565,658cb972-0bd8-4e76-9814-f7b6c8d826bd,мобильное приложение,in_progress,medium,2026-01-19 21:06:17,2026-04-15 21:06:17,,0,,запрос возврата,запрос возврата,FALSE,"ошибочный платёж, возврат, вернуть",0.6324,120,1440
e21f682e-cd5b-4e14-8989-ae2b019538ee,895dd959-d5d5-4dce-b44c-855a7d7c93a1,da261de0-4a2e-4cec-aa13-c79294dfdb39,мобильное приложение,reopened,medium,2025-08-26 21:03:17,2026-01-03 21:03:17,,1,2025-12-29 02:22:43,технический сбой,технический сбой,FALSE,"сбой, недоступен, 500",0.772,120,1440
9771a215-bbdf-46f9-84e5-5dd9ab83326f,357a48fb-058a-4f83-8d24-339e76a67c42,3d8e1efe-dabe-4e37-8f44-ed067fd86cce,личный кабинет,open,low,2025-10-25 21:02:17,2026-02-21 21:02:17,,0,,консультация,консультация,FALSE,"доступ, аккаунт, не войти",0.6951,480,4320
16fdf34e-0084-4fe5-abc6-474cd8d56707,a6f5d368-da46-465c-b1a0-e06a37ac3c4d,d340f78e-648c-4c67-a9b2-5145b3b773db,веб-сервис,closed,medium,2025-09-28 21:04:17,2026-01-10 21:04:17,2026-01-06 08:15:52,0,,запрос возврата,проблема с доступом,TRUE,"не войти, заблокирован, доступ",0.7624,120,1440
1fefff7a-5da5-41b2-9db8-c613a05a8033,0609aa22-1c56-47ef-aad2-bf4ee8033cd5,96032794-c8cb-47f0-9d42-dc35caefb6d4,мобильное приложение,open,medium,2026-01-04 21:06:17,2026-05-04 21:06:17,,0,,консультация,консультация,FALSE,"настроить, возможности, подскажите",0.8194,120,1440
675a621f-95ed-45c8-b53e-0e1c41d139da,a371e130-2e1d-4942-86ad-ddea5fa82390,eddfa16c-17e6-4af0-b448-b1ba323469ed,API интеграция,in_progress,medium,2025-07-30 21:06:17,2026-01-01 21:06:17,,0,,ошибка в данных,ошибка в данных,FALSE,"дублирование, расхождение, некорректно",0.7098,120,1440
ec51aca3-f60b-47c9-97af-948574568230,0a1b411c-5619-4541-b7d4-f972392706e1,03dce095-23a2-437e-90ad-5715ecb15aaa,аналитический модуль,open,low,2026-03-05 21:07:17,2026-10-07 21:07:17,,0,,технический сбой,технический сбой,FALSE,"сбой, 500, не работает",0.6002,480,4320
28214d44-5f2f-4def-b023-798acb075e2e,decdf3e8-3465-466e-9335-cd2baf21eb58,0dccc85e-ff8c-4b89-a2e5-2d68a450e266,платёжный сервис,in_progress,low,2026-04-01 21:08:17,2026-05-05 21:08:17,,0,,жалоба на сервис,жалоба на сервис,FALSE,"грубость, жалоба, некомпетентность",0.7185,480,4320
2772672d-804e-4065-96e8-31994588ac73,8fd0aa66-89ad-4ea5-aefa-bf95aab13e89,ba2c27c5-fa18-4926-9b53-6368d6ba5179,мобильное приложение,open,high,2026-03-17 21:07:17,2026-11-19 21:07:17,,0,,ошибка в данных,ошибка в данных,FALSE,"дублирование, расхождение, некорректно",0.689,30,480
11bd8d05-985d-459e-a2b6-1ae6b890185f,ff1a9b0d-2e3a-4903-a725-7119b6383a48,518baab4-bdcf-45bc-9ec6-37549da23359,аналитический модуль,reopened,low,2025-10-19 21:05:17,2026-04-05 21:05:17,,1,2026-04-03 11:57:01,технический сбой,технический сбой,FALSE,"не работает, сбой, недоступен",0.7195,480,4320
773564fb-190e-4bbf-93b2-8853bf15fc8d,a9e87c16-da4e-45a6-83d5-23565b83e371,658cb972-0bd8-4e76-9814-f7b6c8d826bd,платёжный сервис,reopened,medium,2025-08-16 21:08:17,2026-03-03 21:08:17,,3,2026-03-08 09:59:50,запрос документов,запрос документов,FALSE,"акт, документ, счёт-фактура",0.855,120,1440
2619e756-4b78-44c0-83c1-e62100a0acf7,56c37436-b1f2-43cf-9c7e-23b5b9e23445,658cb972-0bd8-4e76-9814-f7b6c8d826bd,личный кабинет,in_progress,medium,2025-10-12 21:07:17,2026-04-07 21:07:17,,0,,запрос документов,запрос документов,FALSE,"некорректно, неверные данные, расхождение",0.7551,120,1440
a94f944a-52b5-4f88-90db-026e293a9a1a,b9c1387b-64ee-45c8-8ebb-1f501e5e0092,eddfa16c-17e6-4af0-b448-b1ba323469ed,аналитический модуль,open,medium,2026-02-20 21:04:17,2026-09-11 21:04:17,,0,,запрос документов,запрос документов,FALSE,"счёт-фактура, справка, акт",0.9856,120,1440
89eb9c24-35ed-4330-b5e6-836abc82b7ad,1bd3581a-880b-47df-88ae-2d77dba102b7,eddfa16c-17e6-4af0-b448-b1ba323469ed,личный кабинет,closed,medium,2026-03-19 21:06:17,2026-04-13 21:06:17,2026-04-14 03:49:55,0,,консультация,консультация,FALSE,"подскажите, настроить, инструкция",0.8512,120,1440
370a2938-4e14-4a85-85ea-c0788bf69c58,7d2f83b1-12b9-44e7-abf5-b37129f4aaa8,96032794-c8cb-47f0-9d42-dc35caefb6d4,мобильное приложение,reopened,medium,2025-09-02 21:04:17,2026-03-17 21:04:17,,1,2026-03-14 14:24:27,жалоба на сервис,жалоба на сервис,FALSE,"не решили, грубость, долго",0.7898,120,1440
d20a2ace-fce0-48f1-a160-73859023c966,40992f63-6d4d-44ab-85a0-f7127b53b3b7,d340f78e-648c-4c67-a9b2-5145b3b773db,мобильное приложение,in_progress,low,2025-10-30 21:05:17,2026-02-21 21:05:17,,0,,консультация,консультация,FALSE,"настроить, как, возможности",0.9199,480,4320
76b6db37-f52d-4b82-b34f-aa590f6a010e,559b6d9d-ad1d-4e50-9a2c-1f0cbe22fc10,98a7ad04-976f-4a1f-9a4e-2cc4d7cc73a1,API интеграция,reopened,medium,2026-05-08 21:09:17,2026-12-26 21:09:17,,2,2025-09-15 20:44:47,запрос возврата,запрос возврата,FALSE,"ошибочный платёж, возврат, вернуть",0.7134,120,1440
f4086864-35a1-44a1-b7e2-fdd12e726f3c,df3ea328-a24e-4f20-a5cd-4a1b447f9ab6,3adee1e2-7ce5-48ac-9c67-7f815a8fa93a,платёжный сервис,reopened,medium,2026-05-08 21:05:17,2026-05-28 21:05:17,,1,2026-04-30 01:09:45,вопрос по оплате,вопрос по оплате,FALSE,"аккаунт, заблокирован, не войти",0.9621,120,1440
b853c829-c653-45fa-b243-6815b94c2fb1,5694c90e-eddd-497a-a84b-4a02d94f37a8,b264eb9d-c4ec-4cb0-a0c0-98801ad84354,личный кабинет,open,medium,2025-09-03 21:06:17,2025-11-08 21:06:17,,0,,ошибка в данных,ошибка в данных,FALSE,"расхождение, некорректно, дублирование",0.8506,120,1440
d784ea43-2ceb-4014-8317-b550436bafa1,fe13c643-078f-4ea7-8134-34011cbe434b,0dccc85e-ff8c-4b89-a2e5-2d68a450e266,личный кабинет,open,low,2026-03-27 21:10:17,2026-07-17 21:10:17,,0,,запрос возврата,запрос возврата,FALSE,"отмена, вернуть, возврат",0.9144,480,4320
314a3600-b48d-41bb-adc9-ef2d564dcd2e,d67e04d0-945c-4ca9-bf57-2d47ce35472b,03dce095-23a2-437e-90ad-5715ecb15aaa,веб-сервис,reopened,medium,2025-09-22 21:10:17,2026-05-03 21:10:17,,1,2026-05-02 13:57:23,технический сбой,технический сбой,FALSE,"ошибка, сбой, 500",0.8196,120,1440
0a6e0c95-eb75-4223-b6bc-5cec85064c30,5b767b94-9f29-4acb-8a90-7b99d279f77c,ca155167-00f3-45f4-9fa5-fa1c385ebf77,платёжный сервис,open,low,2025-09-24 21:11:17,2025-11-21 21:11:17,,0,,жалоба на сервис,жалоба на сервис,FALSE,"отмена, ошибочный платёж, возврат",0.6561,480,4320
37910371-b0db-408d-9528-8a0d5a519d19,69ed8483-05dc-43e2-a8bc-128bc2c02931,cecb8ec0-6040-43be-a205-6c4f2a90258d,личный кабинет,open,high,2025-08-09 21:09:17,2025-08-23 21:09:17,,0,,запрос документов,запрос документов,FALSE,"сбой, не работает, ошибка",0.9036,30,480
03975c6f-cd2b-4c99-9a44-6d9cc924589d,3ad6445f-96da-489b-a55b-c7f7cc78e96a,f090b8a0-c79f-4484-b609-c81063a3101c,аналитический модуль,open,low,2026-01-25 21:09:17,2026-04-27 21:09:17,,0,,жалоба на сервис,жалоба на сервис,FALSE,"долго, не решили, грубость",0.7478,480,4320
a5524622-27be-4d55-ac41-78f65ce17653,4181aed6-b780-445e-999c-53846bea00bb,98a7ad04-976f-4a1f-9a4e-2cc4d7cc73a1,аналитический модуль,open,high,2025-10-15 21:08:17,2026-04-19 21:08:17,,0,,проблема с доступом,проблема с доступом,FALSE,"доступ, пароль, заблокирован",0.6616,30,480
ef88adc8-f54d-4250-a6ec-5fec54fa4db3,695a6c2c-f76e-4399-9990-8d0f36e1e457,51ab8fe1-9e79-464e-8940-afde56eef7ab,веб-сервис,closed,medium,2025-08-31 21:07:17,2025-10-22 21:07:17,2025-08-31 22:10:17,0,,жалоба на сервис,жалоба на сервис,FALSE,"долго, некомпетентность, не решили",0.8709,120,1440
99a3023f-3512-413d-9c33-8b3356446b60,8f6b0298-6fa5-437b-bf22-f93c54d8c0c0,658cb972-0bd8-4e76-9814-f7b6c8d826bd,личный кабинет,reopened,low,2025-10-16 21:07:17,2026-02-06 21:07:17,,1,2026-02-12 20:53:00,запрос документов,проблема с доступом,TRUE,"доступ, пароль, не войти",0.8944,480,4320
5420bc9a-ef6e-4eb5-9a4c-584f0eadb3c8,495f0334-edb8-4449-a4b3-4f51f9e59c31,53316d33-81f3-4d57-8a88-f25f7c0ea6ab,веб-сервис,open,medium,2025-09-13 21:03:17,2026-04-11 21:03:17,,0,,технический сбой,технический сбой,FALSE,"сбой, 500, недоступен",0.901,120,1440
3f81fafd-2e67-4d84-8ae4-7839e8bacd95,ba3bbebf-5321-4a57-a21e-4e32b6cf7b45,0dccc85e-ff8c-4b89-a2e5-2d68a450e266,аналитический модуль,closed,low,2025-08-16 21:07:17,2025-08-29 21:07:17,2025-08-16 21:35:17,0,,жалоба на сервис,жалоба на сервис,FALSE,"жалоба, не решили, некомпетентность",0.6388,480,4320
3a9dccd4-a70a-440b-9ccb-1cc9886db440,17c04f57-052c-48da-9700-b297553f61c5,d91d01af-1096-4a6e-8b38-b6e9d33ef3ff,аналитический модуль,in_progress,medium,2025-12-07 21:07:17,2026-01-03 21:07:17,,0,,жалоба на сервис,жалоба на сервис,FALSE,"долго, некомпетентность, жалоба",0.7966,120,1440
e6700a22-3b6f-4f1b-a4be-8cae9ad7629c,2405692e-5b48-4727-ba3e-9f9e9af533b2,53316d33-81f3-4d57-8a88-f25f7c0ea6ab,платёжный сервис,closed,medium,2025-08-15 21:09:17,2025-09-04 21:09:17,2025-08-15 22:11:17,0,,ошибка в данных,ошибка в данных,FALSE,"некорректно, расхождение, дублирование",0.7705,120,1440
d3a8f7d4-d695-4342-a078-1cf0a657b3ec,ce8240a8-3e49-4792-a9c2-0e97b08dfad3,03dce095-23a2-437e-90ad-5715ecb15aaa,веб-сервис,reopened,high,2025-09-20 21:11:17,2025-12-11 21:11:17,,3,2025-12-13 12:37:33,проблема с доступом,проблема с доступом,FALSE,"заблокирован, не войти, аккаунт",0.9474,30,480
653e13ce-a97c-4eec-8716-b285dd375937,3098d9c1-15df-4247-8da5-44768bf83910,3adee1e2-7ce5-48ac-9c67-7f815a8fa93a,платёжный сервис,closed,low,2026-04-26 21:05:17,2026-07-04 21:05:17,2026-04-28 08:05:17,0,,технический сбой,вопрос по оплате,TRUE,"тариф, списание, счёт",0.9208,480,4320
35a09ad2-7093-4ec7-9dff-dcb189598542,d228c96e-cc6d-488d-b666-54794283e4d1,518baab4-bdcf-45bc-9ec6-37549da23359,веб-сервис,open,low,2026-03-22 21:11:17,2026-08-23 21:11:17,,0,,жалоба на сервис,запрос возврата,TRUE,"возврат, отмена, вернуть",0.8359,480,4320
bc18137e-be82-4906-a605-99521c421171,7819b976-8292-49c7-90b4-cd1da5161d5f,eddfa16c-17e6-4af0-b448-b1ba323469ed,личный кабинет,open,high,2026-02-15 21:12:17,2026-11-04 21:12:17,,0,,жалоба на сервис,жалоба на сервис,FALSE,"долго, грубость, жалоба",0.726,30,480
05d9bb53-8682-4141-aa2f-d18dc829f258,aa0caeaf-5186-4a6c-872b-387992a490b0,f090b8a0-c79f-4484-b609-c81063a3101c,мобильное приложение,closed,low,2025-10-11 21:08:17,2026-01-23 21:08:17,2025-10-12 05:08:17,0,,вопрос по оплате,вопрос по оплате,FALSE,"счёт, оплата, платёж",0.6371,480,4320
a99cdb30-405d-4ec4-ac9d-72d3b17aaf44,bc0e1d71-d935-45cb-b3e5-96da476dc3ba,98a7ad04-976f-4a1f-9a4e-2cc4d7cc73a1,личный кабинет,in_progress,low,2025-09-14 21:10:17,2026-01-17 21:10:17,,0,,запрос возврата,запрос возврата,FALSE,"ошибочный платёж, вернуть, возврат",0.6399,480,4320
202114e2-b0f1-432f-ad36-a3e3b13dce1d,efd7c66f-580f-42fa-bc12-d014b4390ed5,a0ed29c7-dc83-4181-ae21-9a76efbfa3a2,аналитический модуль,in_progress,low,2025-12-05 21:08:17,2026-01-02 21:08:17,,0,,жалоба на сервис,жалоба на сервис,FALSE,"грубость, некомпетентность, не решили",0.6497,480,4320
95cc6f69-64d0-40b5-a6bb-64303a2f2022,4258b2e1-55f9-4782-8cd5-24be2abdc34a,ba2c27c5-fa18-4926-9b53-6368d6ba5179,платёжный сервис,reopened,medium,2026-01-05 21:06:17,2026-02-18 21:06:17,,2,2025-12-02 04:59:27,технический сбой,технический сбой,FALSE,"сбой, недоступен, 500",0.9601,120,1440
5dbc1df2-5daa-49ab-a263-daf4de552bcf,84124d6c-83c7-4a7a-9fe0-9e85ff4173c9,ca155167-00f3-45f4-9fa5-fa1c385ebf77,веб-сервис,reopened,high,2026-05-14 21:11:17,2027-02-18 21:11:17,,3,2025-08-06 19:07:24,ошибка в данных,ошибка в данных,FALSE,"дублирование, неверные данные, некорректно",0.9489,30,480
0082e00b-38e3-4a75-982a-16c8700e78d6,1b68cad4-8503-48e4-abbc-a2fc7df5f455,b264eb9d-c4ec-4cb0-a0c0-98801ad84354,личный кабинет,closed,medium,2026-05-10 21:08:17,2026-10-20 21:08:17,2026-05-10 21:39:17,0,,запрос документов,запрос документов,FALSE,"счёт-фактура, справка, документ",0.8123,120,1440
006776dd-fcef-47c9-8ecd-9e027dabc666,60009bb3-f2b3-47a9-ab97-96b4ead0b98c,98a7ad04-976f-4a1f-9a4e-2cc4d7cc73a1,мобильное приложение,in_progress,medium,2026-03-20 21:05:17,2026-08-29 21:05:17,,0,,запрос документов,запрос документов,FALSE,"договор, счёт-фактура, акт",0.9439,120,1440
ea222040-3d76-4824-aee7-903f1b43f5a4,638f5df5-b872-4343-8b20-7c362436a38d,d340f78e-648c-4c67-a9b2-5145b3b773db,платёжный сервис,in_progress,medium,2025-11-28 21:10:17,2026-03-09 21:10:17,,0,,жалоба на сервис,жалоба на сервис,FALSE,"грубость, не решили, жалоба",0.9695,120,1440
0e4ca043-d189-4a66-b979-8c33dd103bb6,241f79f3-77ea-48d7-b734-a9986d6d29ac,eddfa16c-17e6-4af0-b448-b1ba323469ed,веб-сервис,closed,medium,2025-09-28 21:07:17,2026-05-11 21:07:17,2025-09-28 23:35:17,0,,консультация,консультация,FALSE,"инструкция, возможности, подскажите",0.917,120,1440
dffabe42-35d3-4f7e-b90d-e76d0b0b8e0a,c486ef12-aceb-4dbb-9649-0d32b4c8a594,cecb8ec0-6040-43be-a205-6c4f2a90258d,мобильное приложение,reopened,medium,2025-09-17 21:00:17,2025-10-10 21:00:17,,1,2025-10-13 22:18:13,жалоба на сервис,жалоба на сервис,FALSE,"не решили, жалоба, грубость",0.9797,120,1440
d770f27b-5f91-4c01-86d2-4e7377acd942,61133bf1-ee00-47cd-9dd0-da0a4a3337f3,53316d33-81f3-4d57-8a88-f25f7c0ea6ab,API интеграция,in_progress,high,2025-08-20 21:11:17,2025-10-12 21:11:17,,0,,вопрос по оплате,вопрос по оплате,FALSE,"платёж, оплата, счёт",0.7329,30,480
750f5eaa-6945-4ebb-a4dc-ca911055a9fc,1a9274a7-5873-4763-8aab-65de29d9ae70,3d8e1efe-dabe-4e37-8f44-ed067fd86cce,личный кабинет,reopened,high,2026-03-14 21:06:17,2026-03-23 21:06:17,,1,2026-03-31 23:28:09,запрос возврата,запрос возврата,FALSE,"ошибочный платёж, отмена, возврат",0.7827,30,480
aa56f353-fb89-4259-83bf-2569a3278dd6,ed461e8b-9d34-475a-b3e7-906511932d42,f090b8a0-c79f-4484-b609-c81063a3101c,API интеграция,in_progress,medium,2025-08-24 21:02:17,2026-01-16 21:02:17,,0,,вопрос по оплате,вопрос по оплате,FALSE,"платёж, счёт, тариф",0.8492,120,1440
3dc98059-da35-4534-880f-85b71e8ed6a9,8b4bb0cb-d0ef-4f7a-8495-32bfd464e934,3adee1e2-7ce5-48ac-9c67-7f815a8fa93a,личный кабинет,open,medium,2026-04-13 21:09:17,2026-11-29 21:09:17,,0,,запрос документов,запрос документов,FALSE,"документ, справка, договор",0.7718,120,1440
23b11af9-bb95-4851-9267-b368aac2b434,6ee0dfbe-698e-42c2-9e9e-fdff5e872405,eddfa16c-17e6-4af0-b448-b1ba323469ed,аналитический модуль,reopened,low,2025-09-02 21:06:17,2025-11-20 21:06:17,,3,2025-06-15 06:55:11,консультация,консультация,FALSE,"возможности, настроить, подскажите",0.8694,480,4320
e735b758-a0bc-48f9-8817-8ac2f8f8da33,67ba0958-8119-429d-bcb2-85c6bb23d549,96032794-c8cb-47f0-9d42-dc35caefb6d4,личный кабинет,closed,low,2025-07-29 21:03:17,2025-09-20 21:03:17,2025-07-29 22:27:17,0,,запрос документов,консультация,TRUE,"настроить, инструкция, как",0.871,480,4320
d136d673-8e36-4c23-a7f9-d1b1c6c75948,0a1b411c-5619-4541-b7d4-f972392706e1,cecb8ec0-6040-43be-a205-6c4f2a90258d,личный кабинет,closed,low,2025-07-27 21:11:17,2025-08-19 21:11:17,2025-07-27 22:29:17,0,,консультация,запрос документов,TRUE,"справка, счёт-фактура, договор",0.618,480,4320
88ebef02-8e7c-4bc4-b48a-851ec7491118,895dd959-d5d5-4dce-b44c-855a7d7c93a1,d966ef51-de55-4ca4-b2e9-ae366b64a2c8,личный кабинет,in_progress,high,2025-09-18 21:08:17,2026-03-25 21:08:17,,0,,проблема с доступом,проблема с доступом,FALSE,"расхождение, дублирование, неверные данные",0.9871,30,480
554a9b54-4721-4c8d-9253-4ef885c2a108,fee8686a-53fa-4bd8-ac0b-0b8649e1af5d,03dce095-23a2-437e-90ad-5715ecb15aaa,аналитический модуль,closed,high,2026-01-12 21:04:17,2026-04-09 21:04:17,2026-01-12 21:48:17,0,,запрос документов,запрос документов,FALSE,"документ, договор, справка",0.8248,30,480
3357e7d1-ae2b-4393-9420-abd80dd39c84,495f0334-edb8-4449-a4b3-4f51f9e59c31,da261de0-4a2e-4cec-aa13-c79294dfdb39,API интеграция,open,high,2025-10-20 21:08:17,2026-05-14 21:08:17,,0,,проблема с доступом,проблема с доступом,FALSE,"доступ, аккаунт, не войти",0.9008,30,480
f4fd5655-0922-46af-a6cc-557301cab0e2,9cd7a985-39a9-4711-9556-17ea78b4cd76,cecb8ec0-6040-43be-a205-6c4f2a90258d,мобильное приложение,open,low,2026-05-05 21:08:17,2027-02-28 21:08:17,,0,,технический сбой,технический сбой,FALSE,"сбой, недоступен, не работает",0.6539,480,4320
ae76c78a-4cd9-454e-a7e6-7365b4143043,4b39db88-a7e5-4d47-a06b-ef08ca1bc394,98a7ad04-976f-4a1f-9a4e-2cc4d7cc73a1,платёжный сервис,open,medium,2026-03-06 21:09:17,2026-03-12 21:09:17,,0,,технический сбой,технический сбой,FALSE,"недоступен, не работает, сбой",0.6898,120,1440
