"id","ticket_id","client_id","product","rating","comment","created_at","ai_suggested_category","final_category","is_admin_changed","sentiment","keywords_positive","keywords_neutral","keywords_negative","confidence"
"c06b514b-3dd4-4c62-bb05-fd05b5e4f11f","05d9bb53-8682-4141-aa2f-d18dc829f258","fe7ed6ca-b472-4524-861b-f417931250f7","мобильное приложение","4","Ответили быстро, не пришлось долго ждать","2026-01-10 05:39:37","вежливость","скорость решения","1","positive","быстро","","долго","0.857"
"54d1b707-debc-4adf-97fa-d1d260421b4a","0082e00b-38e3-4a75-982a-16c8700e78d6","5b767b94-9f29-4acb-8a90-7b99d279f77c","личный кабинет","5","Разобрались в сложной ситуации быстро и профессионально","2026-04-13 12:16:45","техническая компетентность","техническая компетентность","","positive","быстро, профессионально","","","0.6709"
"40359189-e684-42f7-82d5-cdbb8bfd9585","0e4ca043-d189-4a66-b979-8c33dd103bb6","f30f0e0d-1fd6-4c18-adad-b72bb0733be1","веб-сервис","4","Приятное общение, чувствуется забота о клиенте","2026-04-18 06:02:01","вежливость","вежливость","","positive","приятно","","","0.8041"
"b0dae54e-0b65-40f5-97da-26eeae38a85b","e735b758-a0bc-48f9-8817-8ac2f8f8da33","6ee0dfbe-698e-42c2-9e9e-fdff5e872405","личный кабинет","5","Невероятно быстро, даже не ожидал такой оперативности","2025-09-27 03:35:55","скорость решения","скорость решения","","positive","быстро, оперативно","ожидал","","0.6934"
"a3887c73-3484-4936-962c-7266b99ecc2c","d136d673-8e36-4c23-a7f9-d1b1c6c75948","8304124f-063f-4f43-bbd1-554b153f66d6","личный кабинет","3","Нормально, всё решили в итоге","2026-02-02 11:58:23","общее впечатление","общее впечатление","","neutral","решили","нормально","","0.7652"
"1ad48b41-8ecc-4d9a-b8b3-6e7a38a5a22c","554a9b54-4721-4c8d-9253-4ef885c2a108","35963188-f9d9-4863-b2bb-2ff4d9bdce3a","аналитический модуль","2","Не всё объяснили, пришлось переспрашивать несколько раз","2025-08-12 05:22:56","качество ответа","качество ответа","","negative","","несколько","не объяснили","0.6523"
"e259c496-167b-4154-a07e-1de9c70f739a","8aaaaa02-220d-48ee-92ed-94c3d6bd375b","b0607520-d456-4f52-8dfb-740f471d65b7","API интеграция","3","Нормально, всё решили в итоге","2025-05-23 21:00:18","общее впечатление","общее впечатление","","neutral","решили","нормально","","0.8405"
"64e7ca7c-7474-4e36-93f9-a7aa32f91242","b40af85e-b438-4a7a-bdd1-c340dcbacd62","e4d0d35c-dd51-40e7-8e46-c93c6ba11aad","платёжный сервис","4","Оперативно разобрались с проблемой","2026-01-06 13:43:20","скорость решения","скорость решения","","positive","оперативно","","","0.8726"
"d91573d1-2115-4e51-a846-26070991249b","a897a14e-08c5-4e47-986a-5a43e933571a","b72cd9f6-a028-4c0a-9bcc-aed9132cf1d1","платёжный сервис","1","Полное разочарование, ничего не решено","2025-08-10 10:11:18","общее впечатление","общее впечатление","","negative","","","разочарован","0.641"
"5b9181ce-f51c-436f-b012-a3c7b735edc9","af4158c3-50c9-47d5-82a7-a8edd1706f26","1bbf5bb1-5546-4c66-908a-819cdec3a143","аналитический модуль","2","Ответ был поверхностным, пришлось искать решение самому","2025-11-04 21:33:39","качество ответа","качество ответа","","negative","","","поверхностным","0.6199"
"f3146f35-df59-44a9-abfc-d737914f25e3","23b6e533-3748-4333-aabd-08150c55ac05","ea4596eb-23ee-48ff-8803-4bab919c11be","аналитический модуль","3","В целом справились, но не быстро","2025-10-18 06:21:44","скорость решения","скорость решения","","neutral","быстро, справились","целом","","0.962"
"4227b7c8-2174-48cd-911a-30f7b1336f86","da0c5512-bbd6-4ce7-a6eb-9c152c3de684","8fd0aa66-89ad-4ea5-aefa-bf95aab13e89","веб-сервис","3","В целом справились, но не быстро","2026-03-24 05:39:23","скорость решения","скорость решения","","neutral","быстро, справились","целом","","0.7528"
"9d86745b-c05b-4ab6-bc82-d28364168c1a","ee251fc8-7d40-4a2b-805f-4daa55a747a3","f1bc7d73-0d8b-48cc-b25e-b87542934b15","аналитический модуль","5","Превзошли все ожидания, рекомендую!","2025-05-24 13:12:45","общее впечатление","общее впечатление","","positive","превзошли, рекомендую","","","0.7655"
"3d6b7099-eef6-4def-8f76-8a30fa65488c","7e111c3e-19c6-4523-9d6c-2665d04b39ad","36058cea-9fa8-4eff-8a5d-0e5046e52d2f","платёжный сервис","5","Профессионально, быстро, вежливо — всё на высшем уровне!","2025-10-25 10:45:07","вежливость","вежливость","","positive","быстро, вежливо, профессионально","","","0.6945"
"9a29e721-78ed-47ea-a6e1-b8d97f95c748","4d1419c0-cfbb-4efc-9768-8ba3119a2025","a951d4cf-982f-4f58-a579-b457d33fc7e8","веб-сервис","4","Решили за один день, что приятно удивило","2026-04-13 12:44:19","скорость решения","скорость решения","","positive","приятно, решили","","","0.626"
"e8b07ef0-baf5-46d1-971f-0cb449de1a09","8fd34d9c-0f09-49dc-b817-850f47aa11eb","c0320072-35f6-4165-8d3c-b107cd42bcf3","платёжный сервис","2","Предложили решение которое не подходит для моей ситуации","2026-01-10 08:00:12","техническая компетентность","техническая компетентность","","negative","","","","0.8691"
"aa1c58df-0f21-4561-82d1-100a76790869","7b40a4f6-9a4c-4b86-92ef-d31ee82ea7d6","50414b99-8f59-4b54-9afb-cc6e79fdfcd0","аналитический модуль","4","Быстро и понятно объяснили решение","2025-12-25 04:24:43","качество ответа","качество ответа","","positive","быстро, объяснили","","","0.9009"
"c0eada2c-5ff9-4920-a764-61afab8bcb0d","2e70da88-ae12-4baa-b7c7-4e547a3f90cd","2b18f936-d617-4a12-8239-9baa6ad9c350","API интеграция","1","Менеджер перебивал и не слушал проблему","2026-05-15 18:28:55","вежливость","вежливость","","negative","","","перебивал","0.9772"
"1e7e4ef8-04ae-4030-a6f0-e4c4f23ec504","5caab421-86fd-47f4-99a0-66b9349ac482","8b4bb0cb-d0ef-4f7a-8495-32bfd464e934","аналитический модуль","5","Отличный сервис, очень доволен результатом!","2025-10-01 04:16:34","общее впечатление","общее впечатление","","positive","доволен, отличный","результат","","0.8305"
"2d055edd-bfb2-4468-9988-c045b679935a","92102f72-d5c8-4279-be61-7ab862f00e33","a1c84659-92c0-4ee9-80fb-766304fd14d7","аналитический модуль","5","Молниеносный ответ, проблема исчезла за минуты","2025-09-02 19:13:51","скорость решения","скорость решения","","positive","молниеносный","","","0.6866"
"7f028c5c-7800-4195-9ec3-7b6df5e5bbaa","d0f83fb3-17b8-4f50-8511-817cdcd87e14","ea4596eb-23ee-48ff-8803-4bab919c11be","мобильное приложение","5","Выше всяких похвал, лучший сервис в своём классе","2025-11-20 07:01:46","качество ответа","общее впечатление","1","positive","лучший","","","0.8062"
"62e2e75d-490d-405f-9adc-3ee02f952dcc","76c95c8f-321d-40e9-9ba6-2844a4942167","42d08911-5d57-4968-9da8-e6af631490af","личный кабинет","4","Детально разобрали мою проблему, всё стало ясно","2026-04-24 15:42:05","качество ответа","качество ответа","","positive","детально","","","0.7608"
"60091ba7-b150-481c-af5f-46b9c68df2c1","0005d49d-823f-4b88-a6fb-4743871da4f2","72c38219-196c-410b-a8d9-56b9c8fdebf6","API интеграция","5","Общение на высшем уровне, чувствуешь себя важным клиентом","2025-08-24 08:25:13","вежливость","вежливость","","positive","","","","0.9562"
"da985ea8-94b1-44eb-a16a-1819f3c36c6b","a5334fd6-4a95-4e66-bd61-81f22e869277","399f0ee7-9a1f-4ffd-bdfa-d1461c9fd475","платёжный сервис","5","Невероятно быстро, даже не ожидал такой оперативности","2025-11-05 19:14:03","скорость решения","скорость решения","","positive","быстро, оперативно","ожидал","","0.6941"
"42f0fb19-8536-45d6-9298-2f5ab519b434","dd26e0be-2516-4b74-8f83-49400edc8d43","895dd959-d5d5-4dce-b44c-855a7d7c93a1","мобильное приложение","2","Могло быть гораздо лучше, много вопросов осталось","2025-08-15 01:14:21","общее впечатление","техническая компетентность","1","negative","","","","0.6738"
"3e36e76f-000c-4132-8fca-1012224a4e22","e91d0c85-ec18-4fc9-9995-92fe0d804d02","ce22b230-2b10-4801-8497-7251555cbdf8","аналитический модуль","4","Вежливо и профессионально, доволен","2026-02-11 14:02:33","вежливость","вежливость","","positive","вежливо, доволен, профессионально","","","0.8756"
"22b997a9-e1fd-417c-ae74-45495378a215","d8c9bb5a-b038-4d44-9e4d-4d8ed9a59447","715bfd24-9e94-466c-8891-ee4a943dcabc","мобильное приложение","1","Худший опыт работы с поддержкой в моей жизни","2026-05-11 11:26:13","общее впечатление","общее впечатление","","negative","","","худший","0.8199"
"fd1c82a0-97a3-4965-84b2-0a8f96f84b48","85ad4924-4ca4-4018-a170-b54510864161","e91c681a-5cf0-4e8d-b0c8-0aad200cb051","API интеграция","4","Специалист хорошо разбирается в продукте","2025-11-25 04:39:21","техническая компетентность","техническая компетентность","","positive","хорошо","","","0.8214"
"87360546-312a-4815-b81d-14f0eb95ac7e","5cca0165-fc4a-4737-ae97-b63815e9c998","8af9af60-0ca2-46fc-afab-79af6f319110","веб-сервис","3","Нормально, всё решили в итоге","2025-06-05 10:32:28","общее впечатление","общее впечатление","","neutral","решили","нормально","","0.6111"
"7d5b82d0-4032-400c-9d05-bcceef745356","b741dc44-8f77-4156-b61c-0cc1a7741d91","186ef357-b602-4d99-9dbd-b53a1473a1ed","аналитический модуль","3","Вежливо, но без особого желания помочь","2025-09-13 17:14:18","вежливость","вежливость","","neutral","вежливо","","","0.6823"
"793b4151-d86b-4bee-a598-5b4a9ea17bb6","9a10c021-5474-4a73-9f6b-843924836030","decdf3e8-3465-466e-9335-cd2baf21eb58","аналитический модуль","2","Решили, но пришлось очень долго ждать","2025-06-23 02:42:33","скорость решения","скорость решения","","negative","решили","","долго","0.726"
"e9e3156a-031b-451d-8790-46e830a80166","0bdb769a-008e-491b-90d3-66e8a1e01714","64c31492-ef11-459c-b6f4-a409096539ec","API интеграция","3","Приемлемо, но есть что улучшить","2026-04-10 11:43:41","качество ответа","качество ответа","","neutral","","приемлемо","","0.7885"
"cacb2016-7ddd-4f62-98e3-ad127113887f","deda0f7d-7c70-4a44-bcf9-2095578ca26d","a1c84659-92c0-4ee9-80fb-766304fd14d7","мобильное приложение","5","Выше всяких похвал, лучший сервис в своём классе","2026-05-01 17:13:41","общее впечатление","общее впечатление","","positive","лучший","","","0.8086"
"58b6c043-8ba0-41b6-a701-ddd0fd675b65","d4bc7b51-02cd-4f11-9a25-3cf00a02d1fe","76a3ab84-cc7b-4b9f-ab7d-8711ef278eb1","платёжный сервис","4","Дали конкретный ответ без воды и лишнего","2026-04-18 01:51:45","общее впечатление","качество ответа","1","positive","конкретный","","","0.7496"
"674c117d-ac4d-4aaa-8953-af515599abf9","13e3b226-abde-4866-9d5f-47109a0c3e05","3b009ee6-e9de-4ba9-9ba3-c4628e3f9c52","личный кабинет","3","Среднее время ответа, могло быть быстрее","2025-06-30 16:37:49","скорость решения","скорость решения","","neutral","","","","0.7047"
"c3d3d043-3617-4c3f-a214-290de2b91c25","a93f4c67-642d-4014-8520-97a7c13655b3","dcea1e1e-ed63-4fe0-bade-5c3ae09dfd24","личный кабинет","3","Нормально, всё решили в итоге","2026-03-26 13:28:28","общее впечатление","общее впечатление","","neutral","решили","нормально","","0.7589"
"f115638b-cc01-4a0c-add8-e824c2969f15","81f0e54e-dedd-4acd-bd72-8c9c5d6b7391","8088e884-ef86-4fe4-9fae-8ea4f88b0253","платёжный сервис","4","Быстро и понятно объяснили решение","2025-10-27 23:31:19","качество ответа","качество ответа","","positive","быстро, объяснили","","","0.9108"
"9b287d7e-b2f6-4131-a696-c6df93681b50","1c07f9b6-c818-4db1-8f7c-2183198586c0","e93365ac-5034-4bc2-8356-1c474781bf6e","личный кабинет","1","Полное разочарование, ничего не решено","2026-04-28 13:33:49","общее впечатление","общее впечатление","","negative","","","разочарован","0.9156"
"f7f304c4-8001-44ec-b823-9d1341b1f152","f6513538-b94a-41c5-8cf1-9c6ce2bb2f01","16dcfac1-62b8-432c-bd43-c578cecabef2","веб-сервис","5","Подробно объяснили каждый шаг решения проблемы","2026-01-06 09:51:49","качество ответа","качество ответа","","positive","объяснили, подробно","","","0.791"
"f3378121-aed1-4cac-b6f9-00582a68e863","efa7e0c8-bac2-4e8f-aefb-5ec28e2cebc3","b3b2ddd0-0fdb-4137-912d-4261ab100dce","мобильное приложение","3","Среднее время ответа, могло быть быстрее","2026-02-17 03:33:53","скорость решения","скорость решения","","neutral","","","","0.9426"
"6331af5e-b9af-4afa-b9fd-aa7413ebb901","3eeacfb9-55e4-4e5e-b193-a9ad0a18e60e","f30f0e0d-1fd6-4c18-adad-b72bb0733be1","мобильное приложение","4","Хорошая поддержка, спасибо за помощь","2026-02-04 17:14:00","общее впечатление","общее впечатление","","positive","спасибо","","","0.7457"
"3646bf13-ddf4-4cf3-85ee-6f7403efe97f","a6715f58-48b4-493d-b589-10212aaf7edc","218b6590-95de-47f6-963b-c1821be765ae","веб-сервис","4","Корректно и терпеливо ответили на все вопросы","2025-11-10 02:58:49","вежливость","вежливость","","positive","корректно","корректно","","0.7275"
"5ca82b2c-b017-404c-9c4c-8bcc307db820","d9f9d4be-bcaa-4f60-8cf2-0b546f5102dc","6bb2ec78-6a1f-4c90-9419-0db34b6252cf","аналитический модуль","4","Детально разобрали мою проблему, всё стало ясно","2026-01-07 20:26:17","качество ответа","качество ответа","","positive","детально","","","0.9233"
"df469ec7-6054-41bc-852f-d367a2de0405","79e7aa7a-013d-469c-bac8-c8bfc05cb762","1450154f-29b5-4167-becb-6d099b0cdcef","веб-сервис","5","Отличный сервис, очень доволен результатом!","2026-05-03 15:15:42","общее впечатление","общее впечатление","","positive","доволен, отличный","результат","","0.945"
"493e8c3b-956a-407f-b8fe-02644361c2a7","8a50edd7-166b-43be-b765-75fc430f6eeb","92c7b839-27ed-4f29-8b99-f0dc4a314272","API интеграция","4","Ответили быстро, не пришлось долго ждать","2025-10-30 23:56:16","качество ответа","скорость решения","1","positive","быстро","","долго","0.9056"
"040a6da0-4db9-4da5-9f18-acca8087adb3","a6554720-98f9-43d2-832a-4976eb09cdf6","e296500d-03b3-497f-aa22-7896f6db9eba","аналитический модуль","3","Нормально, всё решили в итоге","2025-09-20 15:55:46","общее впечатление","общее впечатление","","neutral","решили","нормально","","0.9422"
"77608d6d-0e8a-45b5-b405-7c9b99305c13","081c45f7-9ea3-4e9c-aaf0-310a26155fb1","bc0e1d71-d935-45cb-b3e5-96da476dc3ba","аналитический модуль","5","Очень внимательный и заботливый оператор, спасибо!","2026-03-24 13:25:41","вежливость","вежливость","","positive","внимательный, заботливый, спасибо","","","0.663"
"aa67ff8a-2042-4834-ab12-f283b3f51e70","71948cb0-a4e4-4a60-b923-b3864105f9d7","e87eeaa1-ebd9-4482-bc64-c362ab18d81f","аналитический модуль","2","Могло быть гораздо лучше, много вопросов осталось","2026-03-11 21:41:46","техническая компетентность","техническая компетентность","","negative","","","","0.797"
"803546d3-fd5e-4607-966d-d38de487e419","7a66337e-ca67-46f3-b794-236871b3c171","4258b2e1-55f9-4782-8cd5-24be2abdc34a","аналитический модуль","5","Выше всяких похвал, лучший сервис в своём классе","2026-03-11 05:49:15","общее впечатление","общее впечатление","","positive","лучший","","","0.9493"
"d1299815-84f2-4995-b123-7b20dac42634","eaa51df4-337d-4c5e-9f3f-5d2caa36b798","175ccedd-df06-4862-9c91-0f6577c75005","API интеграция","4","Вежливо и профессионально, доволен","2025-08-18 23:00:57","скорость решения","вежливость","1","positive","вежливо, доволен, профессионально","","","0.8101"
"138e66b3-b246-4964-a5dd-2c984dabb977","f38103c2-3384-446a-ab19-18972fca5e70","6d2a6824-1d55-48c8-b1c7-ea4a3779afe1","аналитический модуль","4","Дали конкретный ответ без воды и лишнего","2025-11-27 08:04:43","качество ответа","качество ответа","","positive","конкретный","","","0.8568"
"d2f7fb60-40a5-4f89-a8b8-c287a6714247","aff4a8a4-837c-459a-a24f-36b1d8a4a1e4","2271f811-d12f-4a61-82d8-4f39dd712ec2","API интеграция","3","Приемлемо, но есть что улучшить","2026-04-22 11:43:54","качество ответа","качество ответа","","neutral","","приемлемо","","0.7816"
"db8f0c15-133a-45f1-af57-c1e3ea704717","10a7c541-6e83-4ca0-b0b9-0d4bdf337f14","60009bb3-f2b3-47a9-ab97-96b4ead0b98c","личный кабинет","4","В целом остался доволен, буду обращаться снова","2025-08-27 07:15:22","общее впечатление","общее впечатление","","positive","доволен","целом","","0.6069"
"88daaf9f-f89a-45b2-b7c7-3c71b6dbdaf1","4ffa483c-6364-4059-9fa2-8493beed123f","daea9e69-2e26-4bac-8da6-b86f0cb8505c","личный кабинет","4","Корректно и терпеливо ответили на все вопросы","2025-12-25 01:01:17","вежливость","вежливость","","positive","корректно","корректно","","0.6628"
"4245e681-2f76-484c-afec-5c65378ff28a","22a18ac4-c405-4219-9f03-3bc007e6a80b","ac3875c8-f510-435b-b957-7829b73c4d9c","API интеграция","3","Приемлемо, но есть что улучшить","2025-07-10 13:40:06","качество ответа","качество ответа","","neutral","","приемлемо","","0.7042"
"d72a9d17-6193-4d30-9295-227877e6151b","ef938b63-a0d3-45cc-a75b-897eb6f14cf4","90163ea6-c8a5-47e0-a28f-a31fef153928","API интеграция","3","Знания специалиста на среднем уровне","2026-01-11 04:40:16","техническая компетентность","техническая компетентность","","neutral","","","","0.6375"
"3d3460d6-eeea-4eaa-9ffa-4df3ab293637","d0fee7e4-eeff-4dff-8d30-548eef9e815d","0ce3a7c3-e1db-4909-9811-1cc17958ec8d","личный кабинет","3","Проблему закрыли формально, не вникая в детали","2025-09-22 06:29:32","качество ответа","качество ответа","","neutral","","формально","формально","0.874"
"34d5d6a9-1ef5-41c0-bf64-cedf54cec601","02937bdf-b019-4178-bcfb-730ea9af3b13","096fb8dd-8c92-425b-95be-08ec585748a8","мобильное приложение","4","Специалист хорошо разбирается в продукте","2025-07-27 17:21:21","техническая компетентность","техническая компетентность","","positive","хорошо","","","0.6035"
"930e148d-3704-4a95-8599-67a2a54da36b","23fabcdd-698a-4cb5-a677-357b4a15bc2c","f890752c-7f42-490c-b8c1-9adc4f917e4f","личный кабинет","2","Предложили решение которое не подходит для моей ситуации","2026-01-12 08:46:17","техническая компетентность","техническая компетентность","","negative","","","","0.6994"
"d3a5ca3a-9bdb-4bd4-ab03-43aa8b420a80","944d79f1-395b-4692-9f72-1d9577b3d15e","f56670db-637f-4d85-9d1d-e0f199acfe17","платёжный сервис","3","В целом справились, но не быстро","2025-09-07 02:25:15","скорость решения","скорость решения","","neutral","быстро, справились","целом","","0.9553"
"4b2172ed-cdf3-4c0c-bf8b-04dcbb062422","f10c69f9-c848-44f1-8a9e-3fe3059a120b","42b0f871-114f-400b-ae39-479bdb648e09","аналитический модуль","2","Не всё объяснили, пришлось переспрашивать несколько раз","2025-12-05 10:24:18","качество ответа","качество ответа","","negative","","несколько","не объяснили","0.7873"
"6c7c8f66-fa58-418a-b796-bda9a2092208","7a8dfdb4-5778-4b25-83c2-c8be66d22a59","b3926f40-0ac5-411a-8143-ce0f836dfe96","мобильное приложение","4","Специалист хорошо разбирается в продукте","2025-10-01 11:39:53","техническая компетентность","техническая компетентность","","positive","хорошо","","","0.6927"
"12ecac1a-1c15-4a3e-9919-058a982016d8","605e5ca1-fb31-4564-b6e8-2649f670d394","7bae6495-bfe1-4667-9db1-b41e80ab03ef","платёжный сервис","5","Общение на высшем уровне, чувствуешь себя важным клиентом","2025-07-14 11:47:30","вежливость","вежливость","","positive","","","","0.7361"
"67afbaf2-19ec-4993-a443-0c0e122fdb12","a9429f9a-eebf-4556-9318-b3b046a957d8","638f5df5-b872-4343-8b20-7c362436a38d","аналитический модуль","5","Выше всяких похвал, лучший сервис в своём классе","2026-05-13 05:31:18","общее впечатление","общее впечатление","","positive","лучший","","","0.6366"
"f2fe2b32-e0e0-4f62-a5e4-923dd3fae1f9","b943ce48-6da3-4749-88c9-2e15eead17f1","92dc0eb5-0acc-42e5-98a4-ffabb8511430","платёжный сервис","4","В целом остался доволен, буду обращаться снова","2025-08-08 21:54:30","общее впечатление","общее впечатление","","positive","доволен","целом","","0.6557"
"6ee205be-acaf-410b-b006-2ef7b86bf67e","52841d30-e990-46f6-ab57-2ec0770c379e","72bb3904-602e-45d4-b2b7-52efc59e4889","мобильное приложение","5","Лучшая поддержка с которой работал","2025-12-16 14:06:19","качество ответа","качество ответа","","positive","лучшая","","","0.7532"
"97271aab-a9d6-4b0b-ad12-7b7c163a8046","fca785ac-4ec9-4143-ac2f-9423815f381a","578f3ad2-62c4-4b79-8d8c-cb6e30f43986","API интеграция","3","Средний результат, ожидал большего","2026-05-04 21:02:36","общее впечатление","общее впечатление","","neutral","","ожидал, результат, средний","","0.6128"
"456ab92c-3ef1-4323-ad53-5aaf7fa35b27","54651b47-1bca-43ef-968d-e6d57aef3683","a39cb080-03fd-4d7c-b4f0-ed02bcf96a0c","платёжный сервис","3","Знания специалиста на среднем уровне","2025-06-01 03:23:39","техническая компетентность","техническая компетентность","","neutral","","","","0.8259"
"1c06f909-6eee-4c77-b032-46f919ea15e5","90581bd9-f6b5-485b-855f-6fdaf9fadf91","c622d089-5d13-4e1c-a467-965b4faed8d0","мобильное приложение","3","В целом справились, но не быстро","2026-03-04 19:17:16","общее впечатление","скорость решения","1","neutral","быстро, справились","целом","","0.6495"
"b24c32b0-b8c4-4591-aae1-9a3e929f8ada","eff3b40c-3d79-4b4c-a489-d33a40fb2258","a8d1836c-0b25-49d3-acef-99d8e127146b","API интеграция","4","Вежливо и профессионально, доволен","2025-05-29 14:56:00","вежливость","вежливость","","positive","вежливо, доволен, профессионально","","","0.6196"
"cf7c9323-89a3-4fe7-91ab-de132f479cba","0bccefb3-3a6a-4079-b517-7054fa2df6fa","fee4fee6-4efd-4ca9-8b74-a428544e42b7","платёжный сервис","3","Решение нашли, хотя пришлось несколько попыток","2025-07-01 21:48:57","техническая компетентность","техническая компетентность","","neutral","","несколько","","0.9691"
"5640d0e6-07eb-4ef4-a352-fbfdb53e8ba0","1cd9ebb6-ce2c-4072-ac90-2bc0d01ca7bd","eaac2370-d345-4246-94d8-53087c5fb4a5","личный кабинет","5","Подробно объяснили каждый шаг решения проблемы","2025-11-28 10:25:04","качество ответа","качество ответа","","positive","объяснили, подробно","","","0.9013"
"f5cd0ddd-6c00-4d25-ac60-bda1d3ca1401","f364a963-1b98-46d2-b387-247007aa95d7","56481173-3aaf-443a-a474-1a1b7e3525ad","платёжный сервис","5","Разобрались в сложной ситуации быстро и профессионально","2025-10-08 06:53:50","техническая компетентность","техническая компетентность","","positive","быстро, профессионально","","","0.8075"
"3be514ea-83e7-47e5-a669-dac20b8ac9a1","d4d75305-fdab-4e11-836c-ad66dce4202f","3895d675-5c15-49f0-96c9-86b015de6dc8","личный кабинет","4","Приятное общение, чувствуется забота о клиенте","2025-11-21 01:45:06","вежливость","вежливость","","positive","приятно","","","0.7903"
"9e7d8405-2fd2-4b92-88b9-8a104b15b627","49f946c5-9c0e-4741-8fdb-309562d0212a","578f3ad2-62c4-4b79-8d8c-cb6e30f43986","аналитический модуль","4","Решили за один день, что приятно удивило","2026-04-27 18:55:30","техническая компетентность","скорость решения","1","positive","приятно, решили","","","0.6586"
"a58ffbd7-b1db-43db-8305-f239f68c34df","72ff0c40-961e-4ba9-ba1c-f317b4cd43a4","cd823497-124b-42a1-b1df-95a40473f46c","личный кабинет","3","В целом справились, но не быстро","2025-06-24 00:30:01","скорость решения","скорость решения","","neutral","быстро, справились","целом","","0.7293"
"fb23ba83-bcf9-4ab9-8f7f-9dac04add49f","0f039fc2-e086-4a83-b585-ee4a6c955632","e9682f1d-8e9b-4293-b335-68a6194ccf62","мобильное приложение","2","Медленно и непонятно, ожидал большего","2025-08-20 04:30:00","скорость решения","скорость решения","","negative","","ожидал","медленно, непонятно","0.6233"
"05903ba0-4cad-47d4-9ca6-d64e7cdc4f9c","f7fb468b-546f-40d1-b2be-c5d3861b61ea","5e8b934b-d324-4dde-9198-bf67dddab3ff","личный кабинет","4","Вежливо и профессионально, доволен","2025-06-08 05:38:13","вежливость","вежливость","","positive","вежливо, доволен, профессионально","","","0.6324"
"fdf8845f-5b66-4c6d-bf1e-347eec3c1c84","3c878609-1fa5-4725-afea-7d7fd67df3a6","c486ef12-aceb-4dbb-9649-0d32b4c8a594","аналитический модуль","4","Быстро и понятно объяснили решение","2025-06-09 00:43:15","качество ответа","качество ответа","","positive","быстро, объяснили","","","0.7481"
