id,client_id,ticket_id,type,status,created_at
eb5910fd-3ce3-4c09-a2d5-72c7c8d05d27,254fefa9-034a-47c8-b41e-1c644e73d240,47e3d909-8afc-48e7-988f-4c8117a2878f,push,failed,2025-06-16 05:25:54
8209efab-7594-4944-b378-0be7ef0417ea,bed0d1eb-9fc4-4e15-a532-dc295f0501b8,9c1e6b0d-b512-44ac-a966-317debcd7b36,email,failed,2026-04-30 08:17:16
3b2b1af3-f0a5-4e2e-b1fb-4911e8b00e9d,ae2ff2ff-ae3b-4df1-9194-a962a931b731,fca785ac-4ec9-4143-ac2f-9423815f381a,push,pending,2025-09-20 00:50:32
35c29ce6-d6da-41b0-bf88-9dc6904f5e21,0ce3a7c3-e1db-4909-9811-1cc17958ec8d,daab0693-a618-4d85-b57a-3deac941702b,email,sent,2025-10-09 08:36:35
2c490c89-3fb4-45de-b12c-0d2c01b4c9e4,5b646d51-1847-4462-ac2d-69caea71ab2f,111eaef6-7119-45e8-8034-00b0028348c6,push,failed,2026-02-04 17:09:05
eb61b59b-08db-4657-b61f-94bad7d36402,b6515de5-03fd-48c3-b852-18bd83370b8e,64583f09-a753-4608-9d94-04122966e9a4,push,failed,2026-04-22 20:54:56
71649eb3-f476-467c-b51a-01aaab14094b,ad5e8ac6-c767-4164-a560-b2027a2aca74,5ae665a9-8a0a-4491-b91c-267c538a9f6f,push,sent,2026-02-19 07:33:59
19610e00-e1a9-4e8a-8829-399ef7737e96,d5a98013-7d1d-4646-8c9d-ad50dc9e5203,061872d6-de41-4545-9202-d03c86b90a62,push,pending,2025-10-11 14:41:14
06709950-af00-4bf8-ba2d-999280b85f10,eabf70f5-1f01-4ff8-98c2-8d44df1095b8,14ffbe72-6522-41cb-a3ff-00a4ea75a10e,email,failed,2025-06-02 20:20:35
23365f82-59a3-4189-88c9-d669259847f3,ac698a48-ca2e-4edf-9c1a-52135d25e577,7120c94a-3393-48d9-894d-0d0cace9ca41,email,failed,2025-07-28 10:48:06
539d63c6-bdde-46b8-bb2e-14d5c12f239b,84124d6c-83c7-4a7a-9fe0-9e85ff4173c9,c56d98a5-11e0-4ccf-abad-9ae0384318ca,email,pending,2025-09-19 06:30:44
2d6cfa18-a61b-43b4-a0fc-3887abbc02d9,85ca8fff-6984-4292-94d2-68a3cfb96b5a,2b0d9fba-9d6c-410b-8ab4-d5d4567dd7a5,email,sent,2025-10-22 16:58:11
d133c891-0c7e-405f-b2d3-107ff8523a0f,8304124f-063f-4f43-bbd1-554b153f66d6,af69c32c-44d5-4f85-8908-cd4e81d81a26,email,pending,2026-03-19 19:55:03
52acf3bc-71b0-4ca0-af48-a77272e4f048,555c78bd-0435-4e90-9fc2-2e72e62a0b28,1a6d5e53-a21e-4d7f-b667-75bd600df787,email,pending,2025-10-20 16:47:08
c0515a92-1f00-4738-b7c3-4126ed7c3c99,ae2ff2ff-ae3b-4df1-9194-a962a931b731,58ba1740-9a69-42d8-b27f-9a5b4caf90bf,push,failed,2026-01-04 16:52:40
fa60669d-4bea-464f-a6e9-ff8d23c19e29,7bbff09b-4b59-4bcf-a0dd-0a09fbac1aca,1646e9b8-1956-4d72-b9f2-081b1c68be0b,email,failed,2025-07-24 05:15:02
7df027fe-eb9d-400b-837a-7b46ba47b35b,d47f703e-09ee-4e61-aa39-313f15736c39,792852f1-39d8-4d74-a983-59d9872734b1,email,sent,2026-05-15 07:53:49
6405e8c8-652a-4aec-b32b-fe29754226d6,d4c81aa5-6290-433f-ad95-61d1f137ebb4,b0c5de80-7062-4fd5-bfdc-b35058ca6fe3,push,failed,2026-04-03 10:09:23
8b269535-57b3-4aac-92ef-03e512852a30,60fe8fa9-e9d5-4a46-accd-9c56b176b2ca,e3c57fc4-e9c3-468e-9dee-0731a481cee9,email,pending,2026-03-31 09:14:11
c586efae-317d-4ee6-a09c-986f9eed9a22,b223ea4f-bda5-4ddf-8aeb-90bd1357d406,d60d8b9c-45c6-47d6-84ea-d1d0eede84d8,email,failed,2025-12-09 21:19:49
b23ca478-2232-40da-a922-45a32a3abb8d,710e8de7-877f-4342-a99b-463896e636d7,6d2f4108-d269-4dc8-959c-d10b0aa5720b,push,failed,2025-05-30 09:01:54
e5cbdc44-8dbe-4590-8657-7c6fa2e55488,d4143a71-672c-4c03-9ef3-636ef78f2d1b,7ce944c4-6022-4937-a6ee-60be8fbca331,email,failed,2026-03-13 07:34:05
8d5c5789-b18d-4c45-99d7-36b1201ab911,9f3945a9-b675-422c-8f4e-eb48580882dc,5d645f17-50f7-4ef1-9227-fdad103904c0,email,sent,2025-07-30 17:58:37
be07b52c-7cfe-4b37-bb17-283f29f76b51,7d2f83b1-12b9-44e7-abf5-b37129f4aaa8,d6521e63-ae6c-4f94-b8ed-e97b28741dce,push,pending,2025-08-13 21:06:18
ecfbd7b7-d859-4515-83c3-9aa04b1804b1,42642d56-4a1e-45dc-be99-b45348927f40,7c951204-4eb5-4d89-99ae-30e6d23a8cf4,email,pending,2025-07-16 22:34:54
a98aaec0-67de-4d11-b66c-6b9270bba959,32f056fc-de27-429b-a2cd-a89b966c9f4e,57ca2048-e2bb-4d6b-9d61-9db36330a7c8,email,pending,2025-10-20 20:25:02
f6c2b748-268b-4f42-884c-a46100af6d4e,0a1b411c-5619-4541-b7d4-f972392706e1,84adb44c-2140-478a-b7ce-2138038c2730,email,failed,2026-01-07 04:41:42
59311d38-38cc-4194-bd56-0d2a2d703528,02ffefa0-03b3-4d03-87ce-d6f53dca2c9f,d12270e8-3a84-4090-86ba-82ff20ae5eee,email,failed,2025-07-30 05:51:17
74c9a99f-54f2-4be0-8344-2a3109c0cd63,0ea0701d-62d6-42ce-891a-ce04009ee212,b0571329-4dbf-43c5-b7e1-047cbeaf8d94,email,failed,2025-07-22 04:30:48
9b4e5cae-638a-4939-ad6c-28e31b5640e7,bc0e1d71-d935-45cb-b3e5-96da476dc3ba,c3ac664a-d53f-484f-9ff9-a90a15011b25,push,sent,2026-02-01 12:31:18
fe47b431-d46d-4a2f-b750-727f422deb1d,1ca15f95-bea7-499b-bd42-f22d665d256e,489fbec2-a68e-4c35-a496-ad523312f9fc,push,failed,2026-01-31 04:15:16
5315180e-1a6a-4c18-bd5a-7576da49af4c,aa0caeaf-5186-4a6c-872b-387992a490b0,8a3f38d1-9635-4400-806a-7ebdfbec86dd,email,pending,2025-11-11 10:32:41
d8e83868-d1e0-4db7-9d13-71c48300861c,163ecf09-1512-4a7e-b167-a992520e705c,85ae49d1-2c5b-42a7-b85c-c63d93c16b86,push,sent,2025-09-28 12:45:37
fcecf706-cb52-4d33-8099-908f89056977,a39cb080-03fd-4d7c-b4f0-ed02bcf96a0c,448d7b04-909b-421a-b270-1a739929c989,email,sent,2025-12-15 17:02:40
6eb2e15e-bf81-4106-b9ec-49c43cafee30,9bda0da4-f341-4124-9c39-617b0e00c37c,b4a51918-1f09-436a-bbeb-4b5aae0f1bd8,push,pending,2026-04-02 01:11:48
bfe9b02d-7beb-4b07-b531-ba0323bd84c7,f890752c-7f42-490c-b8c1-9adc4f917e4f,3c37f969-6609-4233-8bbe-c351a19e805d,email,pending,2025-12-01 06:56:25
9db3da36-4d97-4e37-ab52-d2611d3b8ff2,0df97686-b78b-427b-81ed-672b2a1e1a90,806610ca-ff4f-4823-abe2-76d9930cfcbd,push,pending,2025-06-08 16:22:03
4670b700-ecf7-410a-9d31-3deabf62fb16,17c04f57-052c-48da-9700-b297553f61c5,177db128-3949-48d0-bb5e-bac08e5f17a2,email,pending,2025-10-21 11:59:21
3fbedea0-293f-4d73-af47-f7c1f145d1ae,2b18f936-d617-4a12-8239-9baa6ad9c350,121807bd-b1a7-4778-8586-1d24c015b93d,email,pending,2025-11-05 11:26:13
a77cb6f0-e498-4ec6-873b-2c4e323c9d69,bed0d1eb-9fc4-4e15-a532-dc295f0501b8,3aec600c-0424-42d3-b5d0-3d1675d2e5e6,email,pending,2025-11-03 09:59:47
30a74478-fb5a-4af0-b8b4-08afba90c8d2,715bfd24-9e94-466c-8891-ee4a943dcabc,51825aa9-8c5e-4e30-87f8-8980ce0cce30,email,pending,2025-11-24 14:47:45
e7a0ef6b-17f8-4038-b3bf-866078b5f236,602b3bb0-fce1-43a4-991c-82e84d9377a4,b3b9e4c4-ffa8-4ad0-b483-2996c3966ef7,email,failed,2026-05-18 00:54:29
9964beac-6f6a-425d-98d6-257d6145e1f1,abe70959-c0af-4921-b25c-30b2fecb20d4,9e2f4c86-1440-42fc-9328-b45f3288eaff,push,pending,2025-07-17 03:22:18
1ae81894-418d-4aee-9e89-db79a1ea6b0e,186ef357-b602-4d99-9dbd-b53a1473a1ed,22a18ac4-c405-4219-9f03-3bc007e6a80b,push,pending,2026-01-04 04:21:43
47c84ef7-d808-4213-be38-8adfe3131090,60009bb3-f2b3-47a9-ab97-96b4ead0b98c,a150c270-8e53-4ecc-abc3-6712e4c1adc8,email,sent,2025-06-24 03:29:47
7db717af-a55e-4df7-aacc-fe61f2bf3ed5,dcea1e1e-ed63-4fe0-bade-5c3ae09dfd24,9149f175-d75c-4dc3-b5cc-50fed908c80f,email,pending,2025-09-27 11:01:24
67f8450c-7cad-4a53-a68f-bd719266d7f6,d9bb408e-3c28-41fc-8ac1-94aa4a4dc2d9,0d56d111-5ee2-4e0c-9093-806813f392de,email,pending,2025-09-23 10:58:05
6d88e134-5e5c-4a3b-86e2-0b2416f4c482,baf0e239-77b4-4663-a77c-a15387e4ed21,7f08cd80-a048-43db-8368-f3c10bf57e01,email,failed,2025-11-20 01:51:56
de54fc03-c4ca-4cfa-8169-dcae7127f8cd,1c3a0116-f85e-495a-93b8-478c1987adf0,c405d1c1-abde-4564-9b96-465f46bdcd3b,email,sent,2026-01-25 05:57:45
26b1c4fe-b798-4583-ad5d-bc0f9090ee9b,a9e87c16-da4e-45a6-83d5-23565b83e371,549eb012-75df-4952-8eef-e762a39d773c,email,failed,2025-06-11 20:49:05
7f4a22e9-1574-4dd8-bd02-53ed4426b302,8bc38d37-bea8-4537-aec3-f779757de69a,f56a9001-7a27-433f-8e60-37712f9ad5a8,push,pending,2025-06-07 10:14:51
c16f806c-1f00-49c4-911d-08934ba90a2a,c8902a14-5433-4933-a7f5-8b02618c4f44,2ed07a8f-086d-4c4f-b0a3-8c232ce2f16e,push,failed,2025-09-15 02:34:44
c6d8cf11-39e3-436e-ba12-177a32913366,e87eeaa1-ebd9-4482-bc64-c362ab18d81f,c6aada6a-7f4a-43d1-b79d-232d36a1b072,push,pending,2025-11-07 17:48:20
07b53017-a264-49df-9a30-e61e51056497,7eb226b0-4afb-4b5b-8a78-000dd5738bff,4d3b425b-9a10-4d16-9bb8-852ce3265d03,push,sent,2026-04-23 17:01:38
50a2cf8b-f589-4f73-ac21-dcdf772f78ad,8304124f-063f-4f43-bbd1-554b153f66d6,500579dc-6bb3-4e82-a4bb-c7f4d4c46bc3,push,sent,2026-01-04 11:51:47
d720b44f-36f3-41ca-8150-10959a690e37,e115a83f-39bd-47db-9e32-b7fca65be06f,3a103aba-a20d-42f7-9dec-c49f1e1e1910,email,pending,2025-06-21 16:25:06
0483371b-c740-41c2-b980-a10cd598d155,865cf740-70bd-4974-a124-730318c4ee03,9cc10705-0e31-461d-8e39-8b5c2031bb78,push,failed,2025-09-03 14:00:43
2b989882-3e56-415d-93b5-e20425145eff,b223ea4f-bda5-4ddf-8aeb-90bd1357d406,0e5b4214-48a2-40f4-acfa-330b3f115b11,email,sent,2025-05-26 15:45:50
cfd478ec-2fee-4d84-ab91-f458ad55a091,6231f189-583d-4733-9809-3bc21b935745,4f8282a6-dc1d-4a8c-9a21-1a40640e98bf,push,failed,2025-08-21 20:47:11
fb104de5-55ce-4f43-bd73-a385b3778602,89da77e7-9d50-4566-839f-248a934a0f26,c51bfd24-a58b-4286-93b4-5611d6d1b228,push,failed,2025-08-30 03:58:28
d98b9d8c-7858-441c-8471-55ee3de669e3,38db5d4a-d9b3-4f07-91ce-d1f6c20f2f7e,ae8f7903-c4ed-456e-bf4b-7a08ec10ad5f,push,pending,2025-07-09 19:35:06
0803ecfd-8cec-4c69-b2ec-100374464022,5c3c6068-014a-4e9c-875b-4374cfe6eda2,461ab4d1-d2e7-4784-95cb-9b312dfe3621,push,sent,2025-11-05 19:54:36
a2c81b1e-d68f-4108-8f10-13d95ff3d2ee,2ba4f307-5de8-4b4d-ad80-b46598961726,006776dd-fcef-47c9-8ecd-9e027dabc666,email,sent,2025-10-19 17:58:08
6d6aeb34-1fc0-4fa7-afb7-708f21892f82,6507e12b-c842-4068-b81e-6a51883848dd,da7a3e96-34d6-4b42-bfcc-303b45448861,push,pending,2025-12-21 23:32:17
ab642403-b9c6-472e-84c0-1e43928c0899,bdfdbc42-c2d8-4cfc-8d74-2f7a6b47f68a,8423e88b-c37f-4927-9314-81b49926b2f4,email,pending,2025-12-05 09:29:22
1a60fd2d-e47f-4e49-a8f2-bfa429d99cb3,08c8ef51-bf00-449d-9949-4839ea0a8292,5191d60e-5965-4f6c-b98b-3ca70269424b,email,pending,2026-05-13 07:58:08
a928303c-fbaf-46ec-bf88-f3a1c73da63c,d43db1cd-8249-4356-8c73-033466b4b9c2,8eeafae6-1d6d-4efd-831e-5b130320c88b,push,sent,2026-01-24 02:36:04
85bbfc7e-9aa5-461f-b0df-fb00cd19cdb7,ce8240a8-3e49-4792-a9c2-0e97b08dfad3,dcd2a13d-f74e-47e8-a2cf-cf105a3abccb,email,pending,2025-12-01 12:34:39
8be8e012-6464-4b9b-becc-3dc5607ab2d8,b0cb404e-982c-45e8-b93f-5f418b94de74,6a22cb90-e9a2-4e7a-9eb9-8885fc17cb8d,email,sent,2025-05-21 09:30:02
52bbbbb6-ff46-4393-bd24-6a8f6601239e,52b35e60-b3f3-415f-86fb-75560eedf51e,2b05fe7b-dfd9-4194-8ed5-32977fc265a3,email,failed,2025-05-31 08:42:45
50682081-b6ff-443c-8de3-5d3b6d1ae22b,4b2befc1-80a1-4d62-8cb7-83f26a149cdb,31a79d2f-d864-4d51-9733-c3e210f31175,email,sent,2026-01-22 00:54:54
53744ddf-a5b6-46f2-b7d4-b53a8075a0ca,dc8e5e24-7f9a-4ddd-9052-63d6fbf7366c,3ad1d713-9470-4da9-927f-442aec22e482,push,pending,2026-03-03 20:30:18
fbd486bd-2b04-4756-a11f-b42e4208f3e8,0fb4d71d-7a17-4b46-a3ea-e732db659f61,88a3fa07-49d4-4804-94c3-3d9ec15b0fc7,push,failed,2025-09-30 18:52:32
6336dcf2-9db4-43db-8b9e-b57990e4434c,dc8e5e24-7f9a-4ddd-9052-63d6fbf7366c,a616ebdc-3eb2-4700-8538-997212412a92,push,failed,2025-09-30 08:50:17
83fe9d43-fbea-4eae-b165-a788d4da59fe,0af68bcd-abbc-4de2-8431-4efa779e8c50,b4ddf822-bbad-4191-b097-a2d959d0a2a5,push,failed,2025-10-23 09:27:41
a9a751c5-22dc-425e-84ee-2b971bb0af9e,d450b051-99ac-41cc-a514-21ed5b7ff227,28d673dc-6b55-483e-9872-a3ddb18aa20b,email,pending,2025-09-15 13:43:25
e343f2b0-66da-4192-8f82-4503e30ad63c,a9e87c16-da4e-45a6-83d5-23565b83e371,90b20498-c99e-4057-a3b5-4c1d21d8f660,push,failed,2025-07-28 20:14:05
54404c48-aa42-44ec-9fc0-43f729993163,7819b976-8292-49c7-90b4-cd1da5161d5f,9e2a97cc-20a0-4655-8f62-b217c08189ea,push,sent,2025-12-04 21:30:22
9f03a7d5-a138-44f0-bcd4-03fbdd5088b7,240949a1-457d-4536-b359-8e477bc81baf,ebf1cf5a-451b-48d0-a5a5-d702484f9fe5,email,sent,2025-10-07 12:38:42
15a4ee11-4cd4-4f8c-b5b3-57017c6ac238,48d186ee-2640-4bf0-b8dd-58bdfeafae03,44f8bddb-8b09-41c6-b898-8bdc1b8796a6,push,failed,2025-07-07 12:22:02
dfcf44b4-e458-4b1d-b3ac-c8ee3463bc9a,d413fdff-badf-4cb6-9b22-eb70fc99b276,10c6caa1-3ad8-472d-8ad4-feb2e21c8e6b,email,pending,2025-11-05 23:14:53
e86f1d69-39ea-46ea-acab-6e8be62098d2,564943ac-0bac-4f83-8b16-1f63d935da34,870c1cfd-ed4a-4e70-9da0-aba1fe784599,email,failed,2025-07-29 07:57:33
fe93742b-47d0-4b80-a658-43257a64b1ea,08c8ef51-bf00-449d-9949-4839ea0a8292,7a82be44-67a4-444c-bd72-f4cb98133ef3,push,pending,2025-09-09 02:03:27
6cc9b28e-757b-492c-aa50-a7c7908e34c8,1ae1510f-b1c5-4f88-a6dc-f42ead480686,096325e2-c3f3-4868-832c-3604ab2207a6,email,pending,2026-02-08 03:50:22
ee841748-ff8e-43be-a7dc-a6b8817ad76a,9a01ad35-e7c4-403a-80d8-94b716eade9b,f5dc83b7-6f49-482b-bfb9-bd72edbdcd64,push,pending,2025-12-09 13:23:50
8f0d75c5-b3a0-488b-9f78-6dd2e9357581,40992f63-6d4d-44ab-85a0-f7127b53b3b7,97ba7478-9e79-4fd9-b341-08a771658104,push,pending,2025-06-30 13:17:58
55dfddcd-d497-4055-a8ad-0d64f6de41d9,46275d4a-4917-4283-a15b-97837c25a6ba,9fbe1ccd-d39c-4359-8435-97ceb3a922de,email,pending,2025-12-20 11:22:01
3f2608d1-e1d8-4562-bfff-1a95219ae2ab,75b7abd2-65f3-4ac8-8dd3-d24953731d8a,991e699c-9206-44d4-b6b3-9ed131aac057,email,pending,2026-02-22 02:00:14
0cb9d45c-bd3e-49a7-8af2-c6cc9e2ba7e2,8bc38d37-bea8-4537-aec3-f779757de69a,e021db89-aef0-4ef4-94e9-bbb4dc0dbd33,email,pending,2026-02-08 07:10:41
3c4a3269-3dab-4b80-9d52-f1b5387bed7c,b9c1387b-64ee-45c8-8ebb-1f501e5e0092,f469a705-27cb-4167-9c98-84df191eefe3,email,sent,2025-11-01 20:33:57
1615a0fa-3772-4374-9658-6d09b8e28be0,ac3875c8-f510-435b-b957-7829b73c4d9c,bfd4b00c-58f0-45cb-b93a-015a06144ff8,push,failed,2026-05-06 01:36:42
c8f625e9-9a14-4e0b-9d73-bdb76b5dbf74,b996b9f7-a8d5-45b2-986e-d32460201b4b,1203be6b-b1f6-4e2b-a98d-10a0ba4fff31,push,sent,2026-02-21 19:39:38
7fca963b-f963-4d62-8d50-677d3c9b02e6,08e32ce4-11e0-4024-84f6-fee12aa16ee9,e4a029f1-d5b0-4537-944c-2da3344a4bbd,push,pending,2026-02-16 03:10:31
4c94c4c9-1234-438b-acac-5cccb9efc990,eb25b1d4-1ad4-488a-b486-14e495c52b75,53160249-9e4f-46ee-a81a-b3aa971c1ceb,email,sent,2025-07-04 02:10:51
e90ae880-8191-4e90-880b-9423e18d013d,e9b0d0cb-3480-4349-8ae7-b8bdd72117ad,b81c77bc-13ff-4de0-aba1-315d1b63e17e,email,failed,2026-02-23 14:50:23
7727d739-9fe8-4e7c-94e9-9e9123eb3cdb,7ded1872-fff5-4805-bad3-28653ef45d0d,2e86fbcb-3073-4f1c-b0b8-27a6db3ddbd3,email,failed,2026-03-18 11:01:47
9976db30-097d-48ca-851c-a5e4fc7901ce,16dcfac1-62b8-432c-bd43-c578cecabef2,a335dedf-d2be-4da8-9e6c-fde7fe79decc,push,sent,2026-05-11 10:06:00
ab029264-7993-4c9d-829a-7495c1f906db,71db57b6-3cf4-4010-ac8c-008d3fa4f39d,7001feee-3aa2-4260-8ebb-d0a99a0f6af9,email,failed,2025-08-26 05:27:01
260fec80-e9cd-4321-80b9-d8113881ebd5,fe13c643-078f-4ea7-8134-34011cbe434b,8a743659-9560-44a6-980b-34547034c729,push,sent,2025-10-26 04:42:22
fa7b5780-c162-4268-a31e-2fd7a80f6ed1,310ba93e-3177-499f-9e8e-49ce97a7030b,c8d7f93c-b638-477d-b9e2-46284e16addd,push,pending,2025-09-12 03:07:26
2a435e12-17ea-4ede-83b2-fd83b9b4847b,3a8e0d84-37ac-4390-bbf3-0f1753856abe,99fab280-e424-4730-a70a-ffef3890f23c,push,pending,2026-02-10 14:12:14
c4894aee-47d3-41a1-8962-ccedcf8f2bc5,f7648a0a-5344-4347-8fe5-f4fd50be49a0,521b5342-12ff-4d0b-9787-a043e738ebef,push,failed,2025-10-21 17:19:56
01d8d6d0-d8d9-4e17-aa93-35e96ab2f8cb,e06ec4b9-62b2-425b-9902-2aeb9c5f2f86,df9f9caa-8947-4750-b229-3599fab363c0,email,pending,2026-03-17 18:28:23
ceade597-2c31-4c21-a9b1-dce3e0be0180,b2b4df92-9f3e-45ec-b853-e33b78a4e25e,e89054e8-4ee4-40a6-ae0b-5b6f84f6d48d,push,pending,2025-08-27 03:18:32
a2d9518e-4a4b-4a60-9f0a-fe774e2d96c1,7d2f83b1-12b9-44e7-abf5-b37129f4aaa8,e91d0c85-ec18-4fc9-9995-92fe0d804d02,email,pending,2025-06-30 22:57:22
873857f8-61dc-4e43-8e4e-ba27b739e11a,a8e40e4f-2ac4-4a3b-bd41-6380b336ebf9,4316ee6d-67be-410b-94bf-8735db8198ce,email,failed,2025-10-25 05:14:35
1c330c2f-c5a8-456e-80a8-5d4496ab42bb,d95bb5b8-1250-4dda-9e88-fbbace964948,c73c4510-bd2c-487f-87e2-36b16e2a1109,push,pending,2025-08-23 04:57:28
66b7d33d-2a98-4a37-a481-b9b4f2340957,3b620f05-5cff-4ccb-b188-b245423da57b,daab0693-a618-4d85-b57a-3deac941702b,push,sent,2026-05-18 19:00:08
92f91565-a7b5-4497-951d-55070ea6b20b,56481173-3aaf-443a-a474-1a1b7e3525ad,4382ec5f-4af5-4ad0-87a6-8aded7d46bda,email,sent,2025-12-13 20:48:09
08c047ab-0a24-450b-9983-dfebfc211fd7,6ec56ce8-6292-41fe-af88-f54007199778,aad6dca5-6c8d-4e28-b97f-5130657e6a24,email,pending,2025-07-18 10:47:54
83b3c008-5c0b-4c10-b9e5-a525d2e84a8c,60009bb3-f2b3-47a9-ab97-96b4ead0b98c,7f11ff28-b12a-47bd-b954-c0a397791c31,email,failed,2025-06-12 03:14:43
065746ba-12ce-4dc7-87ae-f557688db653,42b0f871-114f-400b-ae39-479bdb648e09,c51f78fc-4b8c-4fbd-829f-2baf11e6da95,email,failed,2026-04-21 13:17:07
a97b5893-c54d-4bab-a381-5097d6909e0e,22421d19-2ed4-4780-b505-7fda38ba10ab,99260eea-0db5-49f8-81c7-cc606150b17d,email,pending,2026-03-27 11:46:41
10d25ea7-3146-4cc4-837c-4d167d932bbb,40c3a589-8005-4486-b69c-739947efbbc5,88e81da6-58a7-4579-a224-c8dd91101ee8,push,failed,2025-12-30 03:03:17
8c684d1a-9780-4805-be0b-2fdd6ab2395f,8e3f34ea-369f-4884-9bd5-7b0b3c936778,7d1865c9-c66b-45ab-921c-0dc0abda3e63,push,sent,2025-12-20 11:47:05
ae65f564-2dc1-454b-9003-f5e94e1507e3,2097a4ab-3240-4802-a3e1-8c019b74587e,87fa2b01-30e4-4250-83c9-5422a1ab8c4c,push,failed,2026-05-07 14:40:49
5f26a99a-bd06-4a4a-aed0-a5586bc65250,8de1a875-f586-4848-b79e-2225a4c43565,64583f09-a753-4608-9d94-04122966e9a4,email,failed,2026-02-15 19:49:01
d27e760d-d06e-454d-bf03-db8f335f0c0f,7d2f83b1-12b9-44e7-abf5-b37129f4aaa8,ea89b568-227c-4e50-a0ba-722a49e00534,email,failed,2025-10-17 19:05:15
6783741e-2f20-43c5-986f-f8d865d48633,48d186ee-2640-4bf0-b8dd-58bdfeafae03,eaa8b01f-1961-476d-b42b-a8fda273de62,email,sent,2026-01-14 23:01:54
1c0b4cba-bd3b-4566-b913-e62a3f6674ad,cd437930-733c-4924-925a-0d81cbfa6582,37167224-6dc8-4b1c-87bc-779fdd8e58af,email,failed,2026-02-04 08:44:22
72a72159-c1ca-4a14-9c61-bef76e7e09ac,ae9d9af7-a96e-4796-a6ed-5028e6b9657b,85ede946-cecc-4c07-b33f-e04fc956587d,push,failed,2026-03-16 21:54:06
fd6f468c-3794-4364-8765-b298c7db2a8a,495f0334-edb8-4449-a4b3-4f51f9e59c31,dcc2f836-3575-44c1-a7c8-8002a5a16477,push,failed,2025-09-02 18:41:46
d2eed0e5-0c6a-42b7-bb2e-ebf653b6db57,e17ff41d-a119-4261-9d42-61b492426fd7,a17b310a-a764-46fe-86e5-d80b9e72c8a7,email,sent,2025-12-05 23:40:49
d97cf41d-a5e6-4213-b807-5d20ec4b49ea,d4c81aa5-6290-433f-ad95-61d1f137ebb4,5491f454-c37f-4814-a17c-55a499799e11,push,failed,2025-06-10 03:04:05
60ebb51c-9e5c-440e-a897-e84ae0ab9cb5,375b43bc-6e40-49a8-90f2-e2d763244fa2,6d09a564-2288-40ba-b9a9-e22beb41b9f1,push,pending,2025-07-14 11:07:26
0e0c9d49-2679-4b82-922d-d1a09db76a51,b6515de5-03fd-48c3-b852-18bd83370b8e,3bc15350-47b9-4daa-b7ac-7fe586d61167,push,sent,2025-11-21 19:43:01
f278e746-d20b-4735-8e40-2f50c2723505,555c78bd-0435-4e90-9fc2-2e72e62a0b28,5532e029-16ec-4402-8bad-571b5f87e802,push,failed,2026-03-12 09:55:57
c8dbfb24-e8bc-44f1-91dc-7abb3bfd1c76,32f056fc-de27-429b-a2cd-a89b966c9f4e,60dc5656-5004-4d6d-8761-54ab0289abcd,email,sent,2026-03-05 14:47:36
895619b9-b4cb-4085-922d-e030684b980b,dcea1e1e-ed63-4fe0-bade-5c3ae09dfd24,956ceb52-5823-48aa-bf1d-4f2d07cc9ee6,push,sent,2026-01-24 04:56:42
7534117e-cb14-4513-aa3b-01655c5d453f,f680604f-59ca-4848-b8c5-001bc7966c3d,ef52a0e0-ca14-49dc-9122-79d8168e1965,push,sent,2025-09-01 22:22:37
